f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9
-0.06354005,-0.15796266,0.13830966,0.021199778,0.01344059,0.1774797,0.11807632,0.09902012,0.14870013,0.13698564
-0.13700117,0.0042122724,0.14727224,0.12885404,-0.16929263,0.14286038,-0.004700161,0.09763138,0.13335748,0.021135665
-0.1308467,0.030542444,0.13734908,0.13258153,-0.16992544,0.14864536,-0.015229197,0.10361212,0.12874666,0.020048179
-0.13804069,0.009812568,0.1409659,0.12726192,-0.17077823,0.14631823,-0.008073728,0.08918291,0.1314189,0.02995415
-0.12570015,-0.07631346,0.16939165,0.08531945,-0.05463976,0.1738385,0.072237484,0.12968421,0.14608754,0.117765486
-0.07850484,-0.12624303,0.14526759,0.042544875,-0.05949889,0.17820448,0.100514926,0.11719092,0.16921969,0.11075798
-0.07762665,-0.14630392,0.14577077,0.031059647,-0.0043578283,0.18538018,0.11895245,0.10075746,0.15045539,0.13481264
-0.069120735,-0.1468145,0.1354231,0.020715667,0.016187778,0.18309668,0.11681233,0.10190997,0.15237045,0.1352826
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.14100568,0.0046334043,0.14441988,0.12806207,-0.16310401,0.1447954,-0.013437537,0.09849851,0.1372548,0.017368343
-0.09950449,-0.09897459,0.15785567,0.06417297,-0.055016357,0.19087818,0.078424856,0.12950392,0.17441674,0.10288458
-0.077865355,-0.15067342,0.14616333,0.023254639,0.01446046,0.17900965,0.12129953,0.10404424,0.14568636,0.13154823
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.1474295,-0.010781979,0.1501051,0.100739054,-0.16706322,0.15155222,0.0029732161,0.09445439,0.13987659,0.0440891
-0.13552463,-0.0057924357,0.1437309,0.12383142,-0.15515025,0.16171138,0.0040856013,0.101203635,0.14136519,0.03354539
-0.12992144,-0.07461747,0.17709671,0.08520147,-0.08860276,0.19664954,0.048461102,0.10758304,0.15436171,0.08776183
-0.13091229,-0.07592127,0.17883398,0.08548826,-0.08992686,0.19688776,0.050362967,0.106216185,0.1519499,0.08906315
-0.070675,-0.15919481,0.1310218,0.023819257,0.014032956,0.1780412,0.1190106,0.09110473,0.14990589,0.12353565
-0.12561134,-0.015122377,0.14953421,0.11059049,-0.14238963,0.16007659,0.01540534,0.10135903,0.15002581,0.034774926
-0.08305476,-0.13155645,0.15100238,0.042264733,0.00522644,0.18447544,0.11700261,0.10476116,0.14869446,0.12713724
-0.08869623,-0.1494969,0.11836375,0.024085244,0.023421064,0.17955679,0.09835841,0.109433524,0.16506982,0.12893878
-0.121423066,-0.02767118,0.14814024,0.122978546,-0.13641664,0.18678711,0.03118215,0.10802843,0.13819592,0.059551604
-0.06175265,-0.15236813,0.16053858,0.03873953,-0.015695026,0.17081186,0.13744979,0.10872655,0.13766545,0.13021804
-0.135685,-0.0025053013,0.14630806,0.120981865,-0.15787573,0.1552023,0.005256112,0.09934509,0.14100121,0.03544104
-0.055677637,-0.14369754,0.120923385,0.02071011,-0.011579591,0.18678465,0.12161977,0.11145449,0.17583014,0.13169336
-0.13696341,0.010001131,0.13256282,0.12270896,-0.17737593,0.15114579,-0.009680064,0.09937252,0.13436195,0.027822966
-0.08191085,-0.123846084,0.15707216,0.059336558,-0.03108692,0.18137477,0.10684917,0.11073109,0.16055195,0.12877895
-0.09104538,-0.12181663,0.1630687,0.060421523,-0.061496735,0.18473138,0.09842538,0.11501246,0.15665771,0.1146291
-0.12928656,-0.011543124,0.14029801,0.11973843,-0.16200772,0.15870403,0.015106279,0.10114384,0.14090179,0.043301005
-0.13025543,-0.00577114,0.1554844,0.12915261,-0.16160458,0.15692106,-0.003957551,0.102185786,0.14124459,0.024697503
-0.08267352,-0.13696653,0.15169257,0.03625544,9.495686e-05,0.18458927,0.11375913,0.10289488,0.15067908,0.12220507
-0.12979689,0.035361644,0.1380535,0.13048628,-0.1624593,0.1513222,-0.0138186775,0.1029217,0.13802063,0.0195439
-0.10855086,-0.101392835,0.16789192,0.06331242,-0.054558568,0.19754094,0.078842945,0.108222626,0.15734087,0.10997772
-0.07645535,-0.12603544,0.14962901,0.03571144,0.002409372,0.18379855,0.11960999,0.103110604,0.1430332,0.13462771
-0.076359935,-0.14233734,0.13566093,0.023946488,0.008107309,0.1885219,0.13087623,0.099425174,0.1479704,0.14793442
-0.14023873,-0.006519532,0.1471081,0.12125885,-0.16369492,0.16005728,0.008213733,0.101251595,0.1374706,0.04682326
-0.124625735,0.010530146,0.14967255,0.12063745,-0.15897551,0.1673566,-0.0073389187,0.1081425,0.13939582,0.033246055
-0.13513163,-0.0057540196,0.15905775,0.13484585,-0.17637877,0.15123568,-0.008701131,0.09341443,0.13880031,0.02539025
-0.07296975,-0.10960852,0.16586487,0.048357986,-0.050649304,0.18300618,0.09979006,0.114637315,0.15730144,0.12105577
-0.124597065,-0.004040113,0.1319863,0.11723187,-0.1550104,0.18120845,0.0104448795,0.09968591,0.15217851,0.034804165
-0.12968208,-0.0034117969,0.13898605,0.12846032,-0.15215336,0.17527378,0.00925955,0.1023434,0.13013259,0.035409678
-0.14679952,-0.0019269128,0.13815267,0.1274115,-0.16386904,0.15558544,-0.0005147098,0.09019679,0.1339764,0.04097738
-0.07482125,-0.142873,0.15710847,0.030864054,0.010660823,0.19290856,0.10413157,0.10918133,0.14361861,0.13573782
-0.15583552,-0.0056772516,0.16498482,0.11774641,-0.15420403,0.17209527,-0.013204854,0.102775574,0.14304055,0.026918568
-0.13287947,0.011765214,0.14757772,0.13152944,-0.17229894,0.14744718,-0.008747334,0.09926619,0.13622393,0.018209262
-0.08811874,-0.094113775,0.13030669,0.064816,-0.07667157,0.1723374,0.09287874,0.11522008,0.1814307,0.09224874
-0.13026248,-0.073232286,0.17700225,0.08609969,-0.08996247,0.19658731,0.046483792,0.107569575,0.15471998,0.086771995
-0.067182615,-0.15979743,0.1365863,0.034678735,0.013191848,0.17725632,0.12732983,0.10339264,0.14490297,0.13574772
-0.1154558,-0.019928517,0.16798046,0.11986768,-0.14420754,0.1630616,0.029782953,0.11570508,0.14871842,0.050981883
-0.076815896,-0.14650057,0.14652146,0.02386224,0.010672523,0.18071626,0.1190757,0.099521756,0.14491323,0.13606715
-0.06754807,-0.15862408,0.14136918,0.024847914,0.01253853,0.18366024,0.1181497,0.102218196,0.15344323,0.13283522
-0.076572046,-0.15485932,0.13797271,0.031329818,0.009608768,0.17940734,0.12449017,0.099704236,0.14754212,0.13201736
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.07577406,-0.14872937,0.13891588,0.030188432,0.006868884,0.18251278,0.11297124,0.107284114,0.15510738,0.12728971
-0.12535493,-0.0028691795,0.15099864,0.12632704,-0.15575007,0.17316025,0.007475974,0.10956119,0.13781227,0.03633798
-0.13546687,-0.03477267,0.14669488,0.124624334,-0.13741511,0.15599412,0.031229224,0.10991046,0.14414647,0.031434506
-0.13007316,-0.07285285,0.176784,0.086226776,-0.09009422,0.19661729,0.045823935,0.10767981,0.15516359,0.086499214
-0.07433935,-0.14755516,0.141365,0.026717262,0.005058519,0.18339044,0.11455008,0.105222404,0.15103193,0.12731801
-0.034730352,-0.16192639,0.10152373,0.005236443,0.0576365,0.1728355,0.16388002,0.08763467,0.14279252,0.14675173
-0.044330798,-0.16574669,0.14027907,0.0095988205,0.021750566,0.18197274,0.13692003,0.09727249,0.14070314,0.15253985
-0.10314591,-0.10598652,0.1628125,0.0602666,-0.052484613,0.18782634,0.08827496,0.11172035,0.15021998,0.1144769
-0.07253038,-0.15683208,0.13352482,0.041000895,0.017026307,0.18156032,0.11952452,0.10069671,0.14376438,0.13391548
-0.111095876,-0.032073144,0.13490331,0.106116295,-0.13550077,0.18282717,0.044414997,0.12749341,0.17792055,0.06872303
-0.12747806,-0.009331598,0.14765958,0.12222947,-0.14430913,0.15745987,0.017251557,0.117608085,0.14601871,0.051565032
-0.08771531,-0.13360278,0.1556254,0.070575096,-0.06752341,0.17063978,0.07968546,0.10681679,0.15517953,0.10970938
-0.10373082,-0.11972048,0.15371792,0.06525878,-0.0394374,0.18820408,0.10325589,0.10879398,0.15262243,0.12171962
-0.08655364,-0.1591395,0.14173399,0.040407483,0.003522967,0.19453649,0.11208361,0.103472166,0.14919083,0.12605989
-0.117769316,-0.062307492,0.15593292,0.10399753,-0.08890496,0.16096327,0.04348972,0.10145846,0.15143043,0.06978839
-0.14184824,0.0014070265,0.1384621,0.123890705,-0.16591556,0.15326776,0.005761716,0.1004924,0.13708265,0.036107026
-0.097701445,-0.084840044,0.15666158,0.08680672,-0.09293494,0.1624723,0.07134659,0.10440163,0.1622346,0.07971397
-0.14318062,-0.001069589,0.1431863,0.13754976,-0.18876538,0.12594001,0.009032106,0.092024125,0.13427095,0.030526448
-0.09777833,-0.11736016,0.15658751,0.04723932,-0.029172722,0.18920308,0.11325332,0.110758476,0.15711412,0.12233572
-0.12105661,0.0012984227,0.12353832,0.1314009,-0.1720874,0.15065669,0.0010581919,0.09964664,0.12900431,0.030241642
-0.13025543,-0.00577114,0.1554844,0.12915261,-0.16160458,0.15692106,-0.003957551,0.102185786,0.14124459,0.024697503
-0.054959282,-0.1511291,0.14556699,0.009754393,0.03551734,0.18172996,0.12123635,0.10064977,0.15527688,0.14356805
-0.08434992,-0.13828693,0.14758289,0.037190963,0.0021707814,0.18585251,0.11226178,0.0968413,0.14279655,0.12984139
-0.07808615,-0.14167012,0.13693732,0.036676243,0.031699978,0.18117541,0.11780994,0.11095808,0.14930847,0.12923308
-0.08412439,-0.13416949,0.15228692,0.04547361,-0.0029510432,0.1848411,0.113010965,0.10179805,0.151031,0.12882045
-0.1302704,-0.010216372,0.15494937,0.123849146,-0.16908534,0.16014165,0.010507644,0.1020259,0.14220236,0.0355137
-0.07410356,-0.14035368,0.14045209,0.04750214,-0.017544921,0.19745503,0.11337291,0.09115829,0.1606854,0.114609316
-0.11774209,-0.04651119,0.18014154,0.10455456,-0.1302779,0.16544108,0.030352315,0.10450179,0.15360437,0.040627103
-0.069379516,-0.1477874,0.14603183,0.029592521,0.014393482,0.17917569,0.12288179,0.09837163,0.14231274,0.13620338
-0.15202084,-0.0063997633,0.1596075,0.11452035,-0.15507157,0.17147048,-0.011712221,0.10793407,0.14797555,0.03181559
-0.08394363,-0.13365486,0.15142623,0.03524201,-0.003607663,0.18370113,0.113186106,0.09705863,0.14916015,0.11887097
-0.048722807,-0.16171628,0.13841589,0.023613978,0.0070387763,0.18703108,0.122092694,0.09407515,0.15290268,0.14135772
-0.1062125,-0.08375694,0.1352536,0.07205261,-0.0934103,0.19221069,0.071701296,0.1010227,0.16099246,0.08900337
-0.07816965,-0.14560686,0.146362,0.031972036,-0.005756141,0.18545435,0.11848123,0.10096036,0.15066369,0.13452932
-0.122027904,-0.017196627,0.15337527,0.121204466,-0.15287645,0.16788706,0.010814986,0.08901937,0.13304731,0.043227524
-0.06617437,-0.1683852,0.13427582,0.0129497675,0.03279018,0.17864785,0.1256593,0.102812976,0.13640377,0.14363064
-0.077572286,-0.14330882,0.14758898,0.031703476,0.0066857873,0.18214647,0.11536302,0.10147348,0.14854702,0.13358788
-0.13686267,0.0022694094,0.13381885,0.112545535,-0.18000369,0.15781201,0.013073945,0.10143046,0.13802378,0.03298955
-0.12550868,-0.011034633,0.14832506,0.12040117,-0.17223418,0.15470786,-0.0034880044,0.0931396,0.13367286,0.03373612
-0.0776446,-0.1517143,0.1402261,0.027911237,0.008345888,0.17907627,0.12231104,0.09842722,0.1467118,0.13435411
-0.15199175,-0.03916216,0.16217107,0.108931765,-0.16835007,0.16290908,-0.0010375107,0.094239175,0.1412995,0.03821154
-0.13347434,-0.006032137,0.15276088,0.12892434,-0.16831236,0.14530377,-0.0025987874,0.098122455,0.13555838,0.026533885
-0.10671244,-0.10124726,0.15634903,0.064507574,-0.046269566,0.19416681,0.095509574,0.0849312,0.14666796,0.09534228
-0.06447973,-0.15589254,0.13709345,0.018375494,0.026751291,0.18221141,0.12166394,0.10392835,0.14596413,0.13538553
-0.13186097,0.0019783545,0.16280016,0.13247977,-0.17423628,0.14042614,-0.011597834,0.091199,0.117611885,0.02067373
-0.15056789,7.317765e-05,0.13726194,0.12507093,-0.17171729,0.16127756,0.008359806,0.10768408,0.12995598,0.038030367
-0.12674457,-0.019161355,0.14076877,0.11115136,-0.1629258,0.16392684,0.016985312,0.10382022,0.13435929,0.04913657
-0.06397517,-0.17041253,0.12987873,0.019740608,0.019336475,0.17474939,0.13080883,0.107617065,0.1400665,0.14231858
-0.13505253,-0.07057327,0.18029962,0.09014617,-0.09713128,0.19586919,0.045578048,0.10448685,0.14842294,0.085453644
-0.12529132,0.007238664,0.14245483,0.12184541,-0.16280767,0.16109027,0.011889602,0.106199026,0.1434394,0.04852782
-0.12822647,-0.021229455,0.14862224,0.12559344,-0.17089485,0.1642267,0.0107941665,0.09908097,0.13403219,0.04438551
-0.0770431,-0.14039229,0.15088844,0.031823248,-0.009765851,0.19578132,0.116222374,0.10016608,0.15309224,0.13407564
-0.13365336,-0.012926697,0.16112186,0.13437521,-0.16390462,0.15946433,-0.004011023,0.095464915,0.1381754,0.017505871
-0.089318074,-0.10772554,0.13740696,0.073165506,-0.051540714,0.16802895,0.12512742,0.10887298,0.13733396,0.091137595
-0.08692334,-0.08542431,0.18774101,0.09564374,-0.1004424,0.17446473,0.061571345,0.10890648,0.16420364,0.07432626
-0.08032306,-0.14082596,0.1404066,0.035547517,-0.006118529,0.1849113,0.106759466,0.1061255,0.1586925,0.12600361
-0.12553789,0.005949799,0.14545663,0.13305783,-0.17491825,0.15166037,-0.0034830242,0.099593684,0.12487748,0.016137825
-0.12164599,-0.018626962,0.1509929,0.145247,-0.15324242,0.1646814,0.0052548987,0.10602636,0.14794064,0.05385851
-0.06301896,-0.11987411,0.15798515,0.038667757,-0.016458308,0.17328404,0.13411115,0.103478014,0.1514628,0.12400876
-0.07992274,-0.14563976,0.13962181,0.029895695,0.0138912955,0.18686807,0.115084544,0.10008348,0.14911865,0.13295642
-0.045895044,-0.15893197,0.13803312,0.004666937,0.042082172,0.1828584,0.1319808,0.097354464,0.14305146,0.14538597
-0.15057082,0.00681818,0.14952403,0.11938847,-0.17287257,0.15876922,-0.005860825,0.10162276,0.124084964,0.027930584
-0.12958771,-0.013374983,0.14231971,0.122138925,-0.1592649,0.15520345,0.012643628,0.104026884,0.13938388,0.04170911
-0.06525693,-0.15894517,0.13771686,0.021756437,0.011066955,0.17631373,0.119824275,0.09899316,0.14769122,0.13786054
-0.13686517,-0.04712809,0.1776107,0.11653046,-0.12849078,0.18044423,0.028694289,0.08323323,0.12888719,0.061619926
-0.065677784,-0.1609303,0.14358695,0.021764226,0.010088624,0.17357965,0.12364014,0.09310365,0.14437293,0.1327748
-0.14206617,-0.010481845,0.14815713,0.11482155,-0.16678032,0.17746916,0.0009856911,0.09935295,0.1395956,0.03730688
-0.12014709,-0.010095335,0.1423699,0.115447454,-0.14489545,0.15034403,0.03263901,0.10753922,0.14918683,0.053435862
-0.07103112,-0.16215421,0.1483157,0.017340329,-0.00047031656,0.18370353,0.10917937,0.076850824,0.14822099,0.15321021
-0.08546763,-0.12259286,0.15220502,0.042999674,-0.009057692,0.18674728,0.11189839,0.09661022,0.14308874,0.1311254
-0.091152355,-0.12252883,0.15396069,0.03454457,-0.0028875538,0.18049207,0.12603308,0.107148744,0.14003813,0.13549875
-0.09841753,-0.06293444,0.13229969,0.06764846,-0.06907229,0.16911638,0.100584194,0.12685913,0.1610632,0.091258116
-0.123142965,-0.021321328,0.1700763,0.1246158,-0.14248657,0.15054473,0.037177328,0.109412715,0.14111514,0.043462746
-0.060636982,-0.14931847,0.14492612,0.028399324,0.017223986,0.18002534,0.11876038,0.096702255,0.15221144,0.1403126
-0.066247754,-0.15743631,0.13982329,0.025941594,0.021727342,0.1846142,0.114867635,0.10042291,0.15350783,0.1321169
-0.072148286,-0.14983298,0.15120193,0.020925352,0.025311189,0.18760996,0.11926154,0.10838597,0.14188193,0.13989179
-0.07555287,-0.14473334,0.14003144,0.032380227,0.004421504,0.18384002,0.110948384,0.108026475,0.15623526,0.12656935
-0.057297267,-0.16846375,0.13630152,0.030733552,0.031331223,0.17195977,0.14298192,0.08266757,0.13503993,0.15180145
-0.12343426,-0.011469752,0.13741994,0.12058736,-0.14866702,0.15626243,0.036430787,0.10711299,0.14074597,0.04413868
-0.13306618,0.0035071939,0.14111531,0.12429003,-0.15773158,0.16516611,0.006299266,0.10032989,0.13975194,0.0322162
-0.081938885,-0.13544971,0.14278783,0.033292573,0.008259193,0.18249981,0.108770914,0.10636757,0.15669277,0.12523992
-0.079675816,-0.1470817,0.14203358,0.027595747,0.013323796,0.18385847,0.118485495,0.10282072,0.14728217,0.13178964
-0.12151962,-0.062301587,0.15215982,0.083255984,-0.108362444,0.16098791,0.05933955,0.09120298,0.16462886,0.06584468
-0.12710626,-0.011512306,0.16603602,0.11032922,-0.15814632,0.15061107,0.017084746,0.10931983,0.15181893,0.050501313
-0.069486424,-0.1432273,0.15447742,0.03219299,0.0024498724,0.18794693,0.1192772,0.10261018,0.14816031,0.13071121
-0.14046279,0.008173482,0.13372739,0.1234768,-0.16710967,0.15059319,0.00404805,0.096958496,0.13073508,0.03210169
-0.12553789,0.005949799,0.14545663,0.13305783,-0.17491825,0.15166037,-0.0034830242,0.099593684,0.12487748,0.016137825
-0.06477599,-0.13271633,0.13494775,0.03626487,0.0011344933,0.18927664,0.09717885,0.08487159,0.150751,0.11374546
-0.07123294,-0.14192544,0.13958162,0.03388474,0.017533297,0.18767075,0.12237723,0.09943271,0.14671423,0.13361458
-0.08529052,-0.08061644,0.115140505,0.059168693,-0.07080752,0.1869687,0.09114684,0.12668878,0.18909542,0.0946069
-0.1388726,0.0073648198,0.14827225,0.12695462,-0.16639663,0.15705809,-0.004382468,0.09763895,0.13680087,0.030057916
-0.12600479,-0.04914294,0.15827328,0.10148147,-0.13503677,0.1866255,0.0375533,0.09355842,0.14138515,0.07538635
-0.14551036,0.012257991,0.14176169,0.12921768,-0.16568768,0.14770915,-0.0002898979,0.08195639,0.14352916,0.025641998
-0.14319582,0.013165113,0.13347644,0.13413833,-0.18486138,0.1450073,-0.004445008,0.09988513,0.134369,0.030583302
-0.086578846,-0.118476294,0.14668964,0.054108586,-0.044358782,0.18076852,0.116933696,0.12733328,0.16922353,0.124693766
-0.12576309,-0.009690946,0.14954151,0.1329409,-0.18712132,0.15411025,-0.01915777,0.08850508,0.133906,0.02943821
-0.08272961,-0.14795092,0.14479348,0.026809158,0.012090571,0.18303168,0.119833134,0.10168277,0.14882107,0.13065013
-0.1263797,0.0060458584,0.1311613,0.110132016,-0.18325074,0.15499714,0.014599666,0.10036681,0.15839222,0.037625745
-0.09553656,-0.08631579,0.13132103,0.092611276,-0.11591476,0.18682267,0.058460593,0.10670894,0.13847923,0.11092622
-0.13314517,1.0464019e-05,0.14724904,0.12333213,-0.16958901,0.15467604,0.003353015,0.10519555,0.13840728,0.037151992
-0.10246042,-0.08242678,0.17236325,0.09717109,-0.100435615,0.17285666,0.035327323,0.08721092,0.1478402,0.07378071
-0.08653133,-0.15624212,0.15760633,0.049604252,-0.038250472,0.18402366,0.11085593,0.102940775,0.12624954,0.13906902
-0.08568202,-0.14691424,0.14888483,0.033207506,0.006348437,0.18541436,0.10841865,0.096263625,0.14453666,0.13774163
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.07910451,-0.15314487,0.14695366,0.034877792,0.001263276,0.182321,0.11232174,0.10638711,0.15676919,0.12640165
-0.14167018,0.0331277,0.12995154,0.1350386,-0.19840093,0.13225102,-0.022315178,0.08835687,0.1230187,0.0067296773
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.14095876,0.012195123,0.13847291,0.12540177,-0.17269197,0.15268064,-0.007875056,0.100356266,0.1367179,0.025039583
-0.08591488,-0.08959182,0.11831165,0.05304983,-0.05925272,0.1748216,0.10794672,0.12862256,0.183461,0.094219014
-0.11350695,-0.08617863,0.15354975,0.09132295,-0.10199411,0.18651155,0.074862525,0.111387245,0.14787771,0.09224725
-0.0737842,-0.15331253,0.14339046,0.030865114,0.007918743,0.18015732,0.11250359,0.09896749,0.14473017,0.13635278
-0.10668441,-0.11285526,0.15561424,0.0658741,-0.02825072,0.18711118,0.08967948,0.10633062,0.1619101,0.10867187
-0.09687514,-0.07165764,0.17988314,0.09284219,-0.104432955,0.17664675,0.049356174,0.11462242,0.15470755,0.082888916
-0.09978455,-0.13769202,0.1532253,0.055498887,-0.038637787,0.18089579,0.11282606,0.1062144,0.15113984,0.113913804
-0.1296651,-0.023712644,0.15466905,0.11630458,-0.15650381,0.17724976,0.01925784,0.110132135,0.14664519,0.049535852
-0.07019732,-0.13157763,0.13588761,0.03286347,-0.010727894,0.18029062,0.120569535,0.10987709,0.15009443,0.13376646
-0.07098913,-0.13444178,0.14230734,0.04346372,-0.005288575,0.19767864,0.10538731,0.092308566,0.17193952,0.11316185
-0.12842426,-0.024370035,0.15415747,0.11814542,-0.14907804,0.17165734,0.025632907,0.09503106,0.14884865,0.052002933
-0.079917416,-0.1368435,0.12918867,0.05792452,-0.019512597,0.18153152,0.109373145,0.118668,0.15659238,0.13155589
-0.1441183,0.0033213247,0.14022171,0.12673378,-0.16731875,0.15245028,0.0070529077,0.09847677,0.13606863,0.03757684
-0.12146066,-0.02223646,0.14140241,0.12991725,-0.146547,0.16273303,0.015677324,0.12122358,0.15127246,0.029402968
-0.128835,-0.009061329,0.14898142,0.122899525,-0.16340555,0.15767618,-0.0014986957,0.10871667,0.13614267,0.029469773
-0.1000734,-0.10509898,0.16380548,0.07920161,-0.051730953,0.174269,0.08913301,0.12518494,0.1581216,0.10574188
-0.12381521,0.03030708,0.1326174,0.121637575,-0.16312262,0.1685669,-0.0046133455,0.10225568,0.14796959,0.037957884
-0.14737277,0.00916476,0.13856444,0.12519222,-0.17125389,0.14265127,-0.015417759,0.09582701,0.13303277,0.02270306
-0.07541801,-0.15053357,0.14469914,0.03582599,0.003032735,0.18056332,0.11202035,0.10149879,0.14698826,0.13400577
-0.07480037,-0.1425351,0.14469337,0.029932322,0.015299655,0.1824554,0.12260156,0.10169542,0.14842682,0.13369833
-0.11000681,-0.06860101,0.14295398,0.08786227,-0.09903066,0.17358567,0.07953634,0.1114822,0.16152565,0.08364741
-0.07172839,-0.15397325,0.14055097,0.021361645,0.014801577,0.18134972,0.123269185,0.10065287,0.14690834,0.13726102
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.073683985,-0.12851754,0.1504979,0.043882888,-0.005129382,0.18807107,0.11932588,0.106314935,0.14703727,0.1282969
-0.076521374,-0.13005419,0.15656093,0.048267875,-0.025803674,0.19812194,0.098000914,0.11336037,0.14512795,0.1180928
-0.13112947,-0.013137775,0.15498146,0.12469558,-0.16581945,0.15527472,0.0016933341,0.09809728,0.13879801,0.033719815
-0.12877731,0.0005619599,0.162715,0.121241875,-0.16629994,0.14893825,0.021646315,0.09411733,0.14056735,0.04097454
-0.07085902,-0.15017508,0.14074416,0.028999127,0.0016230051,0.1832156,0.12516734,0.10529296,0.14571814,0.13758
-0.1550805,-0.011379513,0.16585615,0.11648809,-0.15142538,0.17356043,-0.009609985,0.10455036,0.1440408,0.031093223
-0.120783366,-0.08365473,0.17209685,0.0757657,-0.07440967,0.19750844,0.060275882,0.110029474,0.15950617,0.09433372
-0.10575632,-0.13160309,0.16264196,0.056212265,-0.041803237,0.17726088,0.09034416,0.10880815,0.14234236,0.11993435
-0.13706416,-0.004160179,0.14654152,0.12989067,-0.15005265,0.15980446,0.00028106937,0.09670378,0.13763113,0.029805765
-0.13086943,0.008425262,0.12931533,0.11698506,-0.18041852,0.16095902,0.015215045,0.10570885,0.14730714,0.034492422
-0.12287632,0.011013585,0.12609257,0.13775757,-0.16960663,0.14342211,-0.0018430906,0.105201006,0.1269853,0.011803197
-0.13985653,0.008722321,0.15186158,0.13223785,-0.16885756,0.14552374,-0.010223255,0.11166908,0.13342276,0.014336693
-0.08314105,-0.1516408,0.13543592,0.030740615,-0.011900404,0.18710029,0.116366796,0.09858834,0.14524318,0.12922233
-0.100448094,-0.11617935,0.15396917,0.065558024,-0.04709142,0.18140005,0.068137124,0.079571486,0.1539425,0.09934768
-0.06552478,-0.15452203,0.13698067,0.02623669,0.019534886,0.17897171,0.12387469,0.10076856,0.1512644,0.130642
-0.07250072,-0.15326044,0.15299015,0.034572452,0.011007612,0.19004935,0.114119045,0.11029966,0.14126615,0.13523322
-0.12344215,-0.05987382,0.14362957,0.108404785,-0.110983014,0.19024101,0.035383057,0.082995415,0.14043379,0.07613179
-0.087312825,-0.10870472,0.15115657,0.062009327,-0.04950033,0.19296876,0.07653307,0.09001342,0.16056573,0.1012846
-0.097110175,-0.085035086,0.14240795,0.074766934,-0.076329365,0.17994034,0.09714379,0.1286191,0.18048707,0.09784875
-0.07681183,-0.13849497,0.14857987,0.032991756,0.009296816,0.18351491,0.12353333,0.10381592,0.15052263,0.13223101
-0.07053746,-0.15523341,0.1558355,0.026401214,0.014486009,0.19046006,0.10893739,0.10801508,0.14928599,0.13880384
-0.08009911,-0.13467841,0.121626996,0.043134954,-0.030348191,0.16597818,0.11243225,0.077384956,0.15890905,0.12664147
-0.13805303,-0.017022537,0.14699723,0.12122337,-0.154133,0.16519344,0.017419703,0.10206442,0.13451153,0.04002494
-0.08365101,-0.13700524,0.15079257,0.039552774,-0.0057863025,0.18306527,0.111749426,0.102602966,0.15527262,0.13176914
-0.05829472,-0.15336697,0.14661346,0.012252089,0.030658873,0.18188716,0.12672341,0.09796337,0.15152355,0.13579233
-0.05941181,-0.13176832,0.13708812,0.023878776,0.011422308,0.17680348,0.112700045,0.11776634,0.15934145,0.14861411
-0.12824109,-0.0061441665,0.14765753,0.12900521,-0.17620338,0.15408488,-0.0038443524,0.09930131,0.1364515,0.030305048
-0.13383108,-0.0053064753,0.1525221,0.12925556,-0.16892998,0.14526317,-0.0031352246,0.097936176,0.1354816,0.02610526
-0.12054475,-0.051545516,0.17862347,0.10063228,-0.14055887,0.16257453,0.05009338,0.11029026,0.14440025,0.058356762
-0.13208477,-0.02678333,0.13441005,0.114677496,-0.1753317,0.1584007,0.020327477,0.09316024,0.13849708,0.06279058
-0.13013637,0.012417871,0.14112829,0.13104275,-0.16128165,0.15565298,0.014444435,0.10840156,0.13310857,0.021891486
-0.08477965,-0.12544107,0.14756092,0.04475159,-0.017768592,0.18770164,0.10587192,0.12500006,0.1722913,0.115627736
-0.073135585,-0.14228617,0.14579785,0.029621374,0.0052877963,0.18762963,0.11712716,0.11376486,0.15545204,0.13325986
-0.14313374,0.0056488723,0.15196514,0.1348463,-0.18267041,0.15713279,0.003593106,0.09530201,0.12462073,0.013537141
-0.07430102,-0.11804444,0.16236693,0.051668964,-0.033136245,0.19277893,0.102363646,0.0948946,0.1621392,0.122363836
-0.060181543,-0.15323499,0.14442119,0.02289401,0.026214968,0.18247493,0.12938277,0.096306846,0.1433404,0.13181646
-0.13713096,0.0032088715,0.14441614,0.12638429,-0.17185171,0.15604919,-0.00059239543,0.10531418,0.13905835,0.031710353
